Feature ID	Taxon	Confidence	Consensus	Method
#q2:types	categorical	categorical	categorical	categorical
0102bf9d6ee4cc623d286a4514d81a83	Eukaryota;Chordata;Actinopterygii;Beryciformes;Melamphaidae;Scopeloberyx;Scopeloberyx_opisthopterus;	0.9999999966506296	1.0	sklearn
010dd2fd5f2a8a7a2ca702a15d1e2cb8	Eukaryota;Chordata;Actinopterygii	0.8679212438405433	1.0	sklearn
010f2837047966c0edf53b3efc118241	Eukaryota;Chordata;Actinopterygii	0.9999999999996168	1.0	sklearn
0164901b95e6e827fcf6f7687e4153e2	Eukaryota;Chordata;Actinopterygii	0.870175406845556	1.0	sklearn
017e335589cc0be45fb02b8110993765	Eukaryota;Chordata;Actinopterygii;Stomiiformes;Sternoptychidae;Polyipnus;Polyipnus_polli;	0.9999999970536352	1.0	sklearn
019a18905e49c907feb57ae8bb25c398	Eukaryota	1.0000000000000002	1.0	sklearn
019a78362abd0e5f353c00a39c14b3a4	Eukaryota;Chordata;Actinopterygii	0.8970570244443166	1.0	sklearn
01d736166b00a55579c6cb6fa693a1f4	Eukaryota;Chordata;Actinopterygii	0.8466537319790629	1.0	sklearn
02348c3acb0f4b4c14405d109539ecfe	Eukaryota;Chordata;Actinopterygii	0.8922878981100408	1.0	sklearn
02afebb71268594917fa69fbc6637889	Eukaryota;Chordata	0.9997062635776531	1.0	sklearn
02b2d972a16ba42cb84a6b8f0c26995a	Eukaryota;Chordata;Actinopterygii;Perciformes;Pomacanthidae;Centropyge;Centropyge_acanthops;	0.9069346832561143	1.0	sklearn
02b305dc3a723a1abec789eb54c03c6a	Eukaryota;Chordata;Actinopterygii;Perciformes;Scombridae;Katsuwonus;Katsuwonus_pelamis;		1.0	VSEARCH
02cd057b9946dd011059b46f00139bfd	Eukaryota;Chordata;Actinopterygii	0.8750048270641843	1.0	sklearn
033f53d90ea27da05f404e53b4449e74	Eukaryota;Chordata;Actinopterygii;Anguilliformes;Serrivomeridae;Serrivomer;Serrivomer_beanii;	0.9999988592372772	1.0	sklearn
034c53d37065f3e0d78fe5f9994d4101	Eukaryota;Chordata	0.8685541416040439	1.0	sklearn
035822f4fa131d21446da3e0be6518ca	Eukaryota;Chordata	0.9220898717089282	1.0	sklearn
03e561443b0f318a7e1a108c45f3799a	Eukaryota;Chordata	0.9702242773152326	1.0	sklearn
0414f8c13074f6ed0cd23bb078b9925b	Eukaryota	0.9999999999999999	1.0	sklearn
04824b54ef61337f38e20ff83ae68fea	Eukaryota;Chordata;Actinopterygii;Beryciformes;Melamphaidae;Scopeloberyx;Scopeloberyx_opisthopterus;	0.9999999984407708	1.0	sklearn
049858b39b4c1d248746b90129cb90ca	Eukaryota;Chordata;Actinopterygii;Beryciformes;Melamphaidae;Scopeloberyx;Scopeloberyx_opisthopterus;	0.9999999997321964	1.0	sklearn
04fa4c7784dd5589ec9f958e0b17c0f2	Eukaryota;Chordata;Actinopterygii	0.9999966850993292	1.0	sklearn
058c15dee3a122ecfa2c2a54ac8b85aa	Eukaryota;Chordata	0.9362373223237261	1.0	sklearn
06e82343a44c1983bfeaf71619cf389c	Eukaryota;Chordata;Actinopterygii;Perciformes	0.8078393355491343	1.0	sklearn
076079b4899143b03cfa48ef9c1b5d5e	Eukaryota;Chordata;Mammalia;Carnivora	0.9866560612246376	1.0	sklearn
07badf6a8d6ec0574d36a07e91804dc3	Eukaryota;Chordata;Actinopterygii;Stomiiformes;Sternoptychidae;Sternoptyx;Sternoptyx_pseudodiaphana;	0.9991518671353417	1.0	sklearn
087b9e2cc51eee087d08d4eff96a97db	Eukaryota;Chordata;Actinopterygii	0.8647680691125685	1.0	sklearn
08b7eecd4566f476ecf8c2ba24406091	Eukaryota;Chordata;Actinopterygii;Beryciformes;Melamphaidae;Scopeloberyx;Scopeloberyx_opisthopterus;	0.9999998546738134	1.0	sklearn
08c8859069d97c01dde26443ed682db4	Eukaryota;Chordata;Actinopterygii;Stomiiformes;Sternoptychidae;Sternoptyx	0.9999999999999908	1.0	sklearn
08c9489c425d23a4fa439c4919750199	Eukaryota	1.000000000000018	1.0	sklearn
098d08c5a9ab064219eef72540fc3289	Eukaryota;Chordata	0.9435862638804583	1.0	sklearn
09c678ccb4e760e0b04a094083d00cf9	Eukaryota;Chordata;Actinopterygii	0.9191268341297836	1.0	sklearn
09ef5b8a0fa3cc197793b5ea999ad945	Eukaryota;Chordata;Actinopterygii;Perciformes	0.8375266134078789	1.0	sklearn
0a065b1a4ad0ad9b0307f14b84d105c6	Eukaryota;Chordata;Actinopterygii;Beryciformes;Melamphaidae;Scopeloberyx;Scopeloberyx_opisthopterus;	0.999999998028173	1.0	sklearn
0a3ac7e7465db6905abd4a11ff3173ed	Eukaryota;Chordata;Actinopterygii;Perciformes	0.9003819806711517	1.0	sklearn
0a5e01bb6b9b4e237b9bf3dd5ce6958b	Eukaryota;Chordata;Actinopterygii;Stomiiformes;Sternoptychidae;Sternoptyx;Sternoptyx_pseudodiaphana;	0.9986829099240582	1.0	sklearn
0a9bcbb01d4269bb0d7438bb23c214cc	Eukaryota;Chordata;Actinopterygii;Myctophiformes;Myctophidae;Notoscopelus;Notoscopelus_kroyeri;	0.9999999967990193	1.0	sklearn
0ace6329482bccaaf21a7aa3979f0c80	Eukaryota;Chordata;Actinopterygii	0.9999994684128811	1.0	sklearn
0bcfbacbf2d1bd9cfc40129e1f1b0fa3	Eukaryota;Chordata;Actinopterygii	0.8811343482313393	1.0	sklearn
0bf97b2373cc7415d42d54da28fb62e7	Eukaryota;Chordata;Actinopterygii;Perciformes	0.8164825724778715	1.0	sklearn
0c7da13f2221a6291b63174de820e1ab	Eukaryota;Chordata;Actinopterygii;Perciformes;Stromateidae;Peprilus		1.0	VSEARCH
0cb3a4b45a0b5f2086cd7be2c5952267	Eukaryota	1.0000000000000029	1.0	sklearn
0ceb24a9ef5475223aa523cb2f7d5855	Eukaryota;Chordata;Actinopterygii;Stomiiformes;Sternoptychidae;Sternoptyx;Sternoptyx_diaphana;		1.0	VSEARCH
0d2a52f3cdc01f29e2d9cc66f2e8a9ff	Eukaryota;Chordata;Actinopterygii	0.8548129840078272	1.0	sklearn
0d4c9b082383879175cd4bbeafb71f54	Eukaryota;Chordata;Actinopterygii;Perciformes;Ammodytidae;Ammodytes;Ammodytes_dubius;	0.9003337601465806	1.0	sklearn
0da311d01a95dd2e56ee7200aabd537c	Eukaryota;Chordata;Actinopterygii	0.9999999999999942	1.0	sklearn
0de7c705e9bdab3032893ff22425c362	Eukaryota;Chordata;Actinopterygii;Myctophiformes;Myctophidae;Benthosema;Benthosema_suborbitale;	0.9999631980768446	1.0	sklearn
0e1805b6f9f5064b08617d7cff15de11	Eukaryota;Chordata;Actinopterygii;Stomiiformes;Gonostomatidae;Cyclothone;Cyclothone_braueri;	1.0	1.0	sklearn
0e6468d0511fa39cd6a9d206aba33b7c	Eukaryota;Chordata;Actinopterygii	0.9999955096011824	1.0	sklearn
0edcebccf29ce855e471c3240fc5d0a7	Eukaryota;Chordata;Actinopterygii	0.8373823233539646	1.0	sklearn
0ee028d1372c02c35607fc94fcc76eeb	Eukaryota;Chordata;Actinopterygii;Perciformes;Zoarcidae;Melanostigma;Melanostigma_atlanticum;		1.0	VSEARCH
0ee9be0ae64e80095a3252ac87eb0f7c	Eukaryota;Chordata;Actinopterygii	0.8699607545644966	1.0	sklearn
0ef2f23c4f91cd0000ebb1ea7cadc259	Eukaryota;Chordata;Actinopterygii;Beryciformes;Melamphaidae;Scopeloberyx;Scopeloberyx_opisthopterus;	0.9999999996793179	1.0	sklearn
0f4bb5d6e9eeb8948667155794b29b6a	Eukaryota;Chordata;Actinopterygii;Beryciformes;Melamphaidae;Scopeloberyx;Scopeloberyx_opisthopterus;	0.9999999997309175	1.0	sklearn
0faae93e86b48ede114e34af8a00e6c3	Eukaryota;Chordata;Actinopterygii;Perciformes	0.8330320682107663	1.0	sklearn
0fc0c28359879a05dd60cf449620d205	Eukaryota;Chordata;Actinopterygii;Beryciformes;Melamphaidae;Scopeloberyx;Scopeloberyx_opisthopterus;	0.999999998642096	1.0	sklearn
0fca3632546cc0489633c145471b3c40	Eukaryota;Chordata;Actinopterygii;Perciformes;Coryphaenidae;Coryphaena;Coryphaena_hippurus;	0.9998471718167806	1.0	sklearn
0fd2e112b9ecc9d7989f37c149ba141c	Eukaryota;Chordata	0.9541921591677355	1.0	sklearn
